sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_17,sensor_18,sensor_20,sensor_21
445.0,549.58,1351.64,1133.12,3.91,5.72,139.05,2212.03,8325.92,1.02,42.14,130.07,330,2212,10.59,6.3635
445.0,549.19,1354.98,1131.92,3.91,5.72,138.81,2212.07,8329.9,1.02,42.01,130.51,330,2212,10.74,6.3006
449.44,555.48,1370.56,1128.59,5.48,8.0,195.39,2223.06,8359.65,1.02,41.84,182.41,334,2223,14.84,8.9547
462.54,536.28,1265.29,1045.03,7.05,9.02,175.05,1915.48,8014.85,0.94,36.76,163.94,306,1915,14.41,8.5902
462.54,536.85,1267.64,1047.94,7.05,9.03,175.82,1915.41,8020.24,0.94,36.51,164.19,306,1915,14.19,8.5448
445.0,549.4,1356.45,1124.35,3.91,5.71,138.98,2212.01,8331.25,1.02,42.11,130.64,331,2212,10.72,6.4082
462.54,536.3,1264.5,1044.17,7.05,9.03,175.51,1915.5,8017.53,0.94,36.61,164.6,306,1915,14.27,8.586
491.19,607.43,1488.33,1257.82,9.35,13.66,334.52,2324.0,8738.58,1.08,44.21,315.12,363,2324,24.5,14.6447
462.54,537.19,1262.41,1046.0,7.05,9.03,175.8,1915.44,8018.86,0.94,36.84,164.77,307,1915,14.32,8.5893
462.54,536.7,1256.86,1049.27,7.05,9.03,175.61,1915.45,8012.9,0.94,36.8,164.73,307,1915,14.44,8.5972
445.0,549.44,1354.17,1122.39,3.91,5.71,138.99,2212.06,8334.64,1.02,41.81,131.31,332,2212,10.77,6.4066
491.19,607.46,1484.74,1248.64,9.35,13.66,334.74,2324.05,8723.36,1.08,44.3,314.67,365,2324,24.49,14.6977
518.67,642.24,1594.28,1403.14,14.62,21.61,554.48,2388.1,9069.24,1.3,47.46,521.9,392,2388,38.82,23.4012
491.19,607.31,1488.8,1250.84,9.35,13.66,334.6,2324.05,8733.09,1.08,44.17,314.71,364,2324,24.47,14.6929
449.44,555.15,1362.71,1130.65,5.48,8.0,193.9,2223.04,8359.71,1.02,41.95,183.75,333,2223,14.87,8.7785
491.19,607.12,1483.17,1248.87,9.35,13.66,334.83,2323.98,8728.21,1.08,44.41,315.24,365,2324,24.45,14.7145
489.05,604.25,1505.64,1308.32,10.52,15.49,394.64,2318.89,8789.94,1.26,45.23,371.44,369,2319,28.73,17.0905
491.19,607.32,1491.19,1253.45,9.35,13.66,334.76,2324.06,8735.14,1.08,44.34,315.42,364,2324,24.46,14.6636
518.67,642.6,1592.0,1403.47,14.62,21.61,553.67,2387.99,9072.89,1.3,47.42,521.95,393,2388,38.92,23.2665
518.67,642.98,1586.92,1409.57,14.62,21.61,553.68,2388.05,9074.03,1.3,47.37,521.49,393,2388,38.99,23.3614
445.0,549.92,1355.37,1126.74,3.91,5.72,139.01,2212.05,8334.48,1.02,42.03,130.51,332,2212,10.67,6.4998
489.05,605.04,1498.41,1311.46,10.52,15.49,394.68,2318.93,8786.21,1.26,45.52,371.29,369,2319,28.5,17.1249
449.44,555.78,1362.95,1127.15,5.48,8.0,194.21,2223.14,8358.63,1.02,42.01,182.91,335,2223,14.88,8.9239
462.54,536.64,1255.69,1050.91,7.05,9.03,175.55,1915.46,8022.46,0.94,36.83,164.31,305,1915,14.28,8.6145
491.19,607.54,1484.34,1253.49,9.35,13.66,334.71,2324.03,8733.25,1.08,44.3,315.42,365,2324,24.5,14.721
518.67,642.24,1591.82,1406.03,14.62,21.61,553.18,2388.12,9062.31,1.3,47.36,521.89,392,2388,38.91,23.3869
445.0,549.31,1354.22,1123.87,3.91,5.72,139.04,2212.01,8335.97,1.02,42.14,131.12,332,2212,10.61,6.3421
462.54,537.05,1265.9,1054.83,7.05,9.03,176.96,1915.47,8014.51,0.94,36.75,164.65,307,1915,14.17,8.5963
462.54,536.21,1263.14,1054.32,7.05,9.03,175.59,1915.54,8022.94,0.94,36.75,164.53,308,1915,14.32,8.4857
445.0,549.84,1352.45,1123.05,3.91,5.71,138.94,2212.08,8336.51,1.02,42.0,130.5,332,2212,10.69,6.3996
462.54,536.46,1262.32,1054.64,7.05,9.03,174.75,1915.53,8014.07,0.94,36.66,164.8,307,1915,14.14,8.4671
445.0,549.39,1358.44,1131.01,3.91,5.72,138.88,2212.05,8334.57,1.02,42.02,130.5,331,2212,10.57,6.3396
489.05,604.74,1496.94,1315.39,10.52,15.5,394.52,2318.97,8787.12,1.26,45.37,371.58,369,2319,28.47,17.0003
445.0,549.68,1349.65,1123.95,3.91,5.72,138.61,2212.06,8324.13,1.02,42.05,130.37,331,2212,10.5,6.2922
489.05,604.72,1504.25,1307.41,10.52,15.49,394.61,2318.93,8786.98,1.26,45.41,371.05,370,2319,28.67,17.1521
462.54,536.56,1266.69,1049.63,7.05,9.03,175.06,1915.45,8021.66,0.94,36.75,164.79,307,1915,14.32,8.4915
462.54,536.8,1263.72,1045.04,7.05,9.03,174.94,1915.46,8013.46,0.94,36.75,164.9,307,1915,14.37,8.593
518.67,642.33,1590.35,1410.98,14.62,21.61,553.2,2388.06,9067.11,1.3,47.41,521.62,392,2388,38.99,23.3449
491.19,607.34,1483.53,1251.91,9.35,13.66,334.93,2324.0,8732.86,1.08,44.33,315.22,365,2324,24.59,14.7073
449.44,555.95,1361.18,1128.03,5.48,8.0,194.89,2223.1,8359.47,1.02,41.9,182.83,336,2223,14.87,8.9435
489.05,604.41,1499.35,1306.82,10.52,15.49,394.73,2318.92,8787.19,1.26,45.33,371.83,370,2319,28.42,17.132
518.67,642.42,1594.1,1400.69,14.62,21.61,553.6,2388.09,9071.05,1.3,47.67,521.67,392,2388,38.84,23.3365
445.0,550.01,1354.64,1128.8,3.91,5.71,138.61,2212.07,8326.87,1.02,41.91,130.66,332,2212,10.78,6.3501
518.67,642.18,1594.8,1409.61,14.62,21.61,554.5,2388.03,9071.98,1.3,47.4,522.22,392,2388,38.9,23.4028
449.44,555.77,1360.13,1136.41,5.48,8.0,194.98,2223.14,8357.17,1.02,41.86,182.76,336,2223,14.95,8.7949
491.19,607.12,1491.8,1251.87,9.35,13.65,335.18,2324.03,8727.25,1.08,44.25,314.98,364,2324,24.32,14.7463
518.67,642.97,1590.45,1401.75,14.62,21.61,553.89,2388.08,9067.0,1.3,47.44,521.43,393,2388,38.9,23.3643
489.05,604.63,1494.94,1309.52,10.52,15.49,395.23,2318.92,8791.08,1.26,45.42,371.43,369,2319,28.56,17.0807
449.44,555.96,1366.05,1128.15,5.48,8.0,194.63,2223.01,8356.03,1.02,41.81,183.41,335,2223,14.87,8.9615
462.54,536.55,1269.66,1047.89,7.05,9.03,175.42,1915.43,8017.36,0.94,36.84,164.5,306,1915,14.37,8.5446
445.0,549.91,1354.89,1124.28,3.91,5.72,138.6,2212.09,8333.55,1.02,42.07,130.9,331,2212,10.6,6.383
489.05,604.96,1504.62,1309.77,10.52,15.49,394.01,2318.9,8789.0,1.26,45.6,371.53,369,2319,28.47,17.176
489.05,604.84,1507.21,1306.2,10.52,15.49,394.25,2318.91,8786.75,1.26,45.38,370.92,371,2319,28.49,17.1942
462.54,536.89,1253.86,1054.27,7.05,9.02,175.59,1915.44,8020.7,0.94,36.76,164.87,305,1915,14.33,8.4976
445.0,550.21,1350.64,1122.71,3.91,5.71,139.05,2212.11,8330.73,1.02,42.13,130.75,330,2212,10.5,6.4345
449.44,555.47,1364.06,1132.79,5.48,8.0,195.23,2223.07,8360.96,1.02,41.95,183.07,336,2223,14.87,9.0061
445.0,549.55,1349.94,1126.34,3.91,5.72,138.5,2211.98,8330.5,1.02,42.11,130.59,331,2212,10.81,6.3771
462.54,536.88,1261.06,1056.0,7.05,9.03,175.81,1915.42,8020.82,0.94,36.78,165.01,308,1915,14.39,8.5364
462.54,536.83,1267.79,1054.26,7.05,9.03,175.69,1915.42,8016.86,0.94,36.92,164.21,308,1915,14.16,8.5542
462.54,537.01,1267.73,1055.43,7.05,9.03,175.39,1915.49,8018.21,0.94,36.94,164.38,308,1915,14.32,8.6073
462.54,536.47,1262.47,1049.35,7.05,9.02,175.22,1915.47,8014.35,0.94,36.86,164.49,308,1915,14.34,8.6515
489.05,604.93,1504.94,1315.26,10.52,15.49,393.93,2318.93,8786.83,1.26,45.7,371.51,369,2319,28.49,17.1947
445.0,549.54,1355.73,1128.01,3.91,5.72,138.39,2212.12,8333.34,1.02,41.96,130.64,330,2212,10.51,6.4257
489.05,604.42,1494.52,1315.18,10.52,15.49,393.85,2319.01,8789.72,1.26,45.36,371.27,370,2319,28.51,17.2233
491.19,607.4,1483.66,1249.17,9.35,13.65,334.61,2324.02,8734.23,1.08,44.33,314.35,365,2324,24.44,14.6708
462.54,536.91,1259.05,1053.96,7.05,9.03,176.12,1915.54,8023.34,0.94,36.84,164.49,308,1915,14.17,8.4942
491.19,607.25,1480.13,1250.59,9.35,13.66,335.1,2324.04,8734.83,1.08,44.42,315.36,363,2324,24.5,14.6891
491.19,607.82,1490.56,1249.77,9.35,13.66,335.17,2324.04,8730.21,1.07,44.38,314.83,365,2324,24.3,14.6193
445.0,550.1,1362.14,1139.66,3.91,5.72,138.5,2212.11,8330.35,1.02,42.11,130.51,332,2212,10.66,6.3347
445.0,549.79,1357.77,1124.62,3.91,5.72,138.54,2212.05,8342.9,1.02,42.12,129.8,330,2212,10.42,6.235
462.54,536.79,1272.68,1052.99,7.05,9.03,174.9,1915.51,8025.93,0.94,36.82,164.36,306,1915,14.37,8.514
491.19,607.11,1487.01,1250.04,9.35,13.66,334.87,2324.07,8733.63,1.08,44.37,315.27,365,2324,24.49,14.6233
449.44,555.78,1368.48,1131.22,5.48,8.0,194.59,2223.12,8362.37,1.02,41.89,183.01,334,2223,14.89,8.8704
445.0,549.56,1360.87,1133.74,3.91,5.71,138.15,2212.08,8338.98,1.02,42.09,130.15,331,2212,10.55,6.3153
491.19,607.66,1479.61,1244.8,9.35,13.66,334.76,2324.1,8737.32,1.07,44.44,315.58,364,2324,24.47,14.7065
445.0,549.69,1354.75,1129.02,3.91,5.72,138.57,2212.02,8336.37,1.02,42.05,130.22,332,2212,10.58,6.5044
449.44,555.41,1366.19,1132.71,5.48,8.0,194.12,2223.09,8359.11,1.02,41.97,182.69,334,2223,14.78,8.9183
449.44,556.14,1370.54,1132.24,5.48,8.0,194.21,2223.05,8357.81,1.02,41.87,183.48,334,2223,14.88,8.8869
518.67,642.69,1587.19,1408.64,14.62,21.61,553.29,2388.08,9069.38,1.3,47.43,521.73,392,2388,38.9,23.166
491.19,607.19,1489.1,1248.12,9.35,13.66,334.39,2324.02,8727.71,1.08,44.62,315.25,365,2324,24.61,14.7251
445.0,549.73,1354.74,1126.26,3.91,5.71,139.06,2212.08,8334.85,1.02,42.15,130.43,331,2212,10.37,6.3645
449.44,555.1,1366.02,1129.0,5.48,8.0,194.14,2223.12,8362.8,1.02,42.19,183.27,334,2223,14.69,8.9454
491.19,607.59,1488.39,1257.01,9.35,13.66,334.48,2324.04,8733.72,1.08,44.25,315.13,365,2324,24.34,14.6158
518.67,642.85,1586.72,1416.83,14.62,21.61,553.32,2388.06,9077.51,1.3,47.7,521.16,393,2388,38.73,23.3316
449.44,555.94,1367.98,1127.45,5.48,8.0,195.3,2223.11,8360.65,1.02,42.01,182.69,334,2223,14.8,9.021
449.44,555.81,1371.41,1133.22,5.48,8.0,194.38,2223.17,8359.18,1.02,41.9,183.03,336,2223,14.75,8.8966
445.0,549.84,1354.79,1136.0,3.91,5.72,138.61,2211.99,8327.57,1.02,42.21,130.13,331,2212,10.48,6.3186
462.54,536.9,1259.58,1052.82,7.05,9.03,175.27,1915.47,8023.64,0.94,36.83,165.07,307,1915,14.41,8.5818
462.54,537.23,1265.72,1048.88,7.05,9.03,175.98,1915.49,8024.61,0.94,36.78,164.34,307,1915,14.26,8.6563
449.44,556.34,1364.57,1129.43,5.48,8.0,194.05,2223.13,8366.85,1.02,41.92,182.55,335,2223,14.73,8.9499
491.19,607.07,1481.72,1253.67,9.35,13.66,334.09,2324.03,8740.76,1.07,44.41,315.2,365,2324,24.51,14.768
491.19,607.4,1478.43,1250.11,9.35,13.66,334.73,2324.07,8738.68,1.08,44.4,314.67,364,2324,24.35,14.7073
445.0,549.4,1358.4,1135.55,3.91,5.72,138.46,2212.05,8340.0,1.02,42.12,130.18,330,2212,10.67,6.3165
449.44,556.2,1365.55,1138.5,5.48,8.0,193.94,2223.13,8360.99,1.02,41.92,182.82,335,2223,14.75,8.7583
462.54,536.37,1259.54,1056.03,7.05,9.03,175.32,1915.53,8022.27,0.94,36.75,164.94,308,1915,14.36,8.6687
445.0,549.16,1359.84,1125.06,3.91,5.72,138.31,2212.07,8333.11,1.02,42.26,130.67,332,2212,10.4,6.3102
445.0,550.16,1357.85,1133.74,3.91,5.71,138.7,2212.12,8346.57,1.02,42.23,130.59,330,2212,10.72,6.3336
491.19,607.66,1485.92,1251.31,9.35,13.66,334.61,2324.04,8737.36,1.08,44.43,314.57,364,2324,24.11,14.6706
489.05,605.4,1502.1,1307.28,10.52,15.49,395.06,2318.98,8790.79,1.26,45.6,371.42,370,2319,28.34,17.1111
445.0,549.96,1358.08,1132.38,3.91,5.72,138.24,2212.1,8334.01,1.02,42.2,130.67,331,2212,10.43,6.2858
518.67,642.64,1589.65,1412.26,14.62,21.61,553.32,2388.09,9077.16,1.3,47.72,521.3,395,2388,38.86,23.2891
491.19,607.73,1484.28,1255.25,9.35,13.66,334.93,2324.08,8735.97,1.08,44.54,314.78,365,2324,24.53,14.6512
489.05,604.61,1502.19,1307.71,10.52,15.49,394.41,2318.97,8787.97,1.26,45.4,371.43,371,2319,28.46,17.1513
491.19,607.47,1484.88,1256.95,9.35,13.66,334.22,2324.05,8736.06,1.08,44.5,315.39,365,2324,24.62,14.7125
518.67,642.58,1591.06,1413.77,14.62,21.61,553.28,2388.09,9077.24,1.3,47.56,521.22,392,2388,38.65,23.2477
462.54,537.17,1268.57,1049.1,7.05,9.03,175.54,1915.51,8024.51,0.94,36.83,164.8,308,1915,14.03,8.5636
518.67,642.99,1592.2,1407.81,14.62,21.61,553.15,2388.13,9069.49,1.3,47.58,521.07,393,2388,38.88,23.2729
445.0,550.28,1352.44,1130.04,3.91,5.72,138.65,2212.05,8330.96,1.02,42.33,130.28,332,2212,10.63,6.263
449.44,555.94,1366.11,1131.75,5.48,8.0,193.94,2223.13,8356.85,1.02,42.1,183.29,334,2223,14.81,8.9078
445.0,549.37,1358.28,1140.09,3.91,5.72,138.27,2212.06,8334.38,1.02,42.24,131.25,332,2212,10.69,6.3413
491.19,607.2,1490.45,1259.97,9.35,13.66,334.15,2324.08,8734.33,1.08,44.49,314.74,366,2324,24.24,14.6276
462.54,537.05,1265.74,1046.13,7.05,9.03,175.22,1915.53,8022.02,0.94,36.83,165.1,308,1915,14.43,8.5345
491.19,607.1,1484.43,1256.62,9.35,13.66,334.47,2324.09,8731.31,1.08,44.58,314.51,365,2324,24.43,14.6625
445.0,550.08,1353.04,1127.31,3.91,5.71,139.19,2212.11,8328.5,1.02,42.17,129.83,329,2212,10.74,6.3727
445.0,549.68,1349.67,1125.87,3.91,5.72,138.67,2212.05,8344.56,1.02,42.39,130.73,330,2212,10.72,6.3631
445.0,550.16,1347.04,1133.45,3.91,5.72,138.65,2212.08,8325.39,1.02,42.18,130.5,331,2212,10.63,6.3624
462.54,536.97,1267.17,1059.84,7.05,9.03,176.16,1915.53,8022.71,0.94,36.94,164.67,309,1915,14.36,8.4832
489.05,605.37,1505.52,1311.59,10.52,15.49,394.76,2318.99,8791.48,1.26,45.61,370.8,370,2319,28.54,17.0188
449.44,556.15,1371.61,1136.27,5.48,8.0,194.51,2223.2,8359.82,1.02,42.31,182.26,335,2223,14.73,8.9046
445.0,549.37,1358.51,1134.75,3.91,5.72,138.49,2212.14,8336.62,1.02,42.26,130.48,332,2212,10.55,6.3264
518.67,642.65,1588.54,1421.71,14.62,21.61,552.48,2388.05,9074.85,1.3,47.63,521.73,395,2388,38.89,23.2745
449.44,556.15,1367.24,1134.15,5.48,8.0,194.22,2223.22,8367.3,1.02,42.07,183.58,334,2223,14.77,8.9519
489.05,604.62,1508.13,1318.78,10.52,15.5,394.08,2318.94,8795.37,1.26,45.85,371.54,370,2319,28.62,17.1063
449.44,556.03,1363.07,1123.45,5.48,8.0,194.89,2223.19,8367.8,1.02,42.19,182.9,335,2223,14.77,8.8789
518.67,642.91,1590.55,1406.65,14.62,21.61,553.67,2388.07,9085.15,1.3,47.64,521.03,394,2388,38.87,23.2929
449.44,556.48,1375.38,1131.75,5.48,8.0,194.02,2223.18,8365.68,1.02,42.1,183.34,335,2223,14.65,8.7224
491.19,608.06,1490.84,1262.63,9.35,13.66,333.97,2324.08,8739.92,1.07,44.56,314.92,366,2324,24.4,14.7633
491.19,607.78,1488.73,1254.09,9.35,13.66,334.66,2324.11,8739.24,1.08,44.4,314.67,366,2324,24.23,14.746
462.54,536.42,1262.08,1052.3,7.05,9.03,174.82,1915.49,8026.41,0.94,36.78,164.49,307,1915,14.23,8.6529
489.05,604.9,1503.57,1317.93,10.52,15.49,393.37,2319.02,8792.44,1.26,45.47,371.38,370,2319,28.44,17.0509
445.0,549.91,1355.22,1131.44,3.91,5.71,138.64,2212.13,8327.0,1.02,42.28,130.71,331,2212,10.65,6.3278
445.0,549.54,1358.92,1130.96,3.91,5.72,138.59,2212.13,8345.07,1.02,42.36,130.57,333,2212,10.44,6.1978
445.0,550.05,1361.84,1136.54,3.91,5.72,139.6,2212.1,8337.04,1.02,42.27,130.44,331,2212,10.5,6.3403
489.05,605.31,1503.11,1308.28,10.52,15.5,393.7,2319.02,8794.65,1.26,45.78,370.99,370,2319,28.35,16.9826
518.67,643.39,1596.99,1421.3,14.62,21.61,553.36,2388.17,9076.03,1.3,47.66,520.88,393,2388,38.73,23.2699
445.0,549.39,1358.3,1123.29,3.91,5.72,138.35,2212.12,8341.15,1.02,42.22,130.77,331,2212,10.66,6.355
449.44,556.33,1364.07,1128.92,5.48,8.0,193.72,2223.2,8369.48,1.02,41.97,183.45,334,2223,14.81,8.8645
489.05,605.24,1509.36,1320.0,10.52,15.5,393.75,2319.03,8796.72,1.26,45.65,370.67,371,2319,28.49,17.1423
445.0,550.12,1359.52,1130.1,3.91,5.72,138.34,2212.15,8344.58,1.02,42.3,130.71,332,2212,10.68,6.3106
518.67,643.47,1585.34,1418.8,14.62,21.61,552.42,2388.1,9079.84,1.3,47.69,520.95,393,2388,38.75,23.2797
449.44,556.68,1374.22,1136.97,5.48,8.0,194.5,2223.23,8370.0,1.02,42.16,183.09,334,2223,14.86,8.8747
489.05,604.91,1510.17,1318.07,10.52,15.5,394.41,2319.03,8799.48,1.26,45.89,371.32,371,2319,28.41,17.0162
491.19,607.68,1489.22,1254.87,9.35,13.66,334.73,2324.2,8751.48,1.07,44.59,314.7,366,2324,24.27,14.572
449.44,556.09,1371.34,1135.79,5.48,8.0,194.91,2223.25,8363.56,1.02,42.22,183.24,336,2223,15.04,8.9174
445.0,550.1,1363.39,1133.33,3.91,5.72,138.06,2212.17,8343.41,1.02,42.45,130.75,334,2212,10.55,6.3158
491.19,607.83,1492.37,1253.94,9.35,13.66,333.85,2324.07,8738.96,1.07,44.67,314.01,366,2324,24.4,14.6409
489.05,605.5,1500.62,1317.69,10.52,15.49,393.97,2319.01,8798.38,1.26,45.52,370.7,370,2319,28.51,17.0699
445.0,550.74,1363.96,1128.95,3.91,5.72,138.5,2212.16,8335.58,1.02,42.54,130.25,331,2212,10.64,6.3722
462.54,537.2,1277.86,1059.99,7.05,9.03,176.06,1915.56,8029.16,0.94,36.92,164.4,308,1915,14.05,8.549
489.05,605.11,1509.73,1317.27,10.52,15.5,393.36,2319.0,8800.51,1.26,45.6,370.8,372,2319,28.39,17.0696
449.44,555.87,1371.55,1136.05,5.48,8.0,194.86,2223.21,8366.73,1.02,42.22,182.68,335,2223,14.7,8.8236
449.44,555.92,1379.6,1137.17,5.48,8.0,194.72,2223.24,8364.22,1.02,41.88,182.85,334,2223,14.66,8.7865
449.44,556.08,1367.73,1137.77,5.48,8.0,194.75,2223.21,8369.33,1.02,42.11,182.42,333,2223,14.63,8.8554
491.19,608.03,1490.85,1258.51,9.35,13.66,333.71,2324.13,8749.01,1.08,44.44,314.8,366,2324,24.32,14.6548
518.67,643.37,1597.65,1420.15,14.62,21.61,552.19,2388.09,9085.32,1.3,47.82,520.91,393,2388,38.59,23.2124
489.05,605.13,1507.01,1314.74,10.52,15.5,393.4,2319.04,8795.4,1.26,45.79,371.66,370,2319,28.3,16.8651
491.19,607.79,1489.47,1257.17,9.35,13.66,333.71,2324.13,8745.18,1.08,44.82,314.49,368,2324,24.14,14.6313
445.0,549.73,1360.89,1135.5,3.91,5.72,138.62,2212.15,8338.4,1.02,42.45,130.23,331,2212,10.57,6.3908
518.67,643.09,1596.01,1417.37,14.62,21.61,553.44,2388.06,9077.09,1.3,47.91,520.69,393,2388,38.56,23.1532
462.54,536.81,1269.73,1054.3,7.05,9.03,175.37,1915.55,8028.44,0.94,37.05,164.06,308,1915,14.27,8.5716
462.54,536.63,1271.4,1052.42,7.05,9.03,175.59,1915.55,8023.96,0.94,36.93,164.32,308,1915,14.19,8.4716
445.0,550.12,1360.06,1138.76,3.91,5.72,138.13,2212.15,8334.03,1.02,42.48,130.26,333,2212,10.51,6.3887
489.05,605.67,1506.98,1321.41,10.52,15.5,393.9,2319.02,8801.65,1.26,45.97,371.27,370,2319,28.35,17.0624
445.0,549.85,1359.13,1130.08,3.91,5.72,138.82,2212.21,8349.63,1.02,42.44,130.87,331,2212,10.54,6.4203
449.44,555.88,1369.54,1135.25,5.48,8.0,194.47,2223.24,8379.32,1.02,42.24,182.53,337,2223,14.78,8.939
518.67,642.93,1591.61,1416.32,14.62,21.61,552.38,2388.16,9075.08,1.3,47.69,520.85,397,2388,38.67,23.1905
489.05,605.4,1510.7,1324.21,10.52,15.5,393.68,2319.04,8801.34,1.26,45.81,371.16,371,2319,28.47,17.0299
449.44,556.15,1368.87,1138.7,5.48,8.0,194.59,2223.28,8375.67,1.02,42.21,182.75,335,2223,14.85,8.8158
491.19,608.14,1493.11,1261.36,9.35,13.66,334.5,2324.15,8743.96,1.07,44.71,314.65,368,2324,24.27,14.5472
445.0,549.83,1356.58,1130.32,3.91,5.72,138.61,2212.24,8345.67,1.02,42.56,130.41,333,2212,10.59,6.3626
445.0,550.08,1365.64,1138.84,3.91,5.72,139.27,2212.15,8342.83,1.02,42.46,130.5,333,2212,10.38,6.2
445.0,550.49,1367.51,1130.82,3.91,5.72,138.32,2212.22,8351.96,1.02,42.19,130.42,330,2212,10.68,6.3777
449.44,556.16,1369.15,1144.0,5.48,8.0,193.77,2223.31,8369.99,1.02,42.15,183.17,337,2223,14.9,8.9231
489.05,605.63,1506.49,1323.07,10.52,15.5,393.38,2319.05,8801.21,1.26,45.79,371.31,372,2319,28.2,16.9744
449.44,556.68,1373.45,1135.1,5.48,8.0,193.88,2223.27,8369.74,1.02,42.29,182.68,336,2223,14.83,8.875
449.44,555.82,1371.15,1143.56,5.48,8.0,194.63,2223.25,8367.26,1.02,42.42,182.61,336,2223,14.64,8.8052
445.0,550.78,1369.6,1137.99,3.91,5.72,138.42,2212.24,8346.5,1.02,42.51,130.7,333,2212,10.61,6.2963
462.54,537.2,1270.84,1061.88,7.05,9.03,174.72,1915.73,8032.35,0.94,36.96,164.22,308,1915,14.3,8.5654
445.0,550.77,1358.01,1134.32,3.91,5.72,138.85,2212.24,8350.43,1.02,42.47,130.59,332,2212,10.58,6.3346
445.0,550.28,1366.68,1135.98,3.91,5.71,138.44,2212.24,8353.28,1.02,42.53,130.47,332,2212,10.64,6.4081
491.19,607.86,1492.28,1262.41,9.35,13.66,334.57,2324.2,8751.74,1.07,44.86,314.49,366,2324,24.25,14.5495
445.0,550.29,1360.03,1134.93,3.91,5.72,138.23,2212.17,8346.96,1.02,42.53,130.1,333,2212,10.62,6.2832
462.54,537.04,1265.13,1063.11,7.05,9.03,174.97,1915.71,8033.42,0.94,37.0,164.1,310,1915,14.19,8.5211
445.0,549.68,1361.65,1140.43,3.91,5.72,138.1,2212.23,8352.86,1.02,42.49,130.6,333,2212,10.79,6.2143
491.19,608.26,1492.74,1266.08,9.35,13.66,334.34,2324.19,8749.24,1.07,44.79,314.08,368,2324,24.42,14.6174
449.44,556.41,1371.8,1144.54,5.48,8.0,193.93,2223.3,8375.11,1.02,42.37,182.78,335,2223,14.8,8.9253
518.67,643.47,1599.34,1423.26,14.62,21.61,552.51,2388.21,9083.42,1.3,48.04,520.16,397,2388,38.6,23.1899
462.54,537.13,1272.03,1054.98,7.05,9.03,175.31,1915.68,8030.77,0.94,37.06,164.2,307,1915,13.93,8.4979
489.05,605.87,1513.62,1319.73,10.52,15.5,393.87,2319.13,8802.84,1.26,46.16,370.54,369,2319,28.31,17.0604
445.0,550.35,1359.61,1139.88,3.91,5.72,137.84,2212.27,8351.34,1.02,42.48,130.52,332,2212,10.47,6.3522
449.44,556.48,1369.68,1143.95,5.48,8.0,194.11,2223.38,8372.14,1.02,42.17,182.59,337,2223,14.69,8.7838
491.19,608.77,1490.45,1270.66,9.35,13.66,333.45,2324.23,8755.27,1.07,44.8,314.19,366,2324,24.3,14.5652
462.54,537.54,1270.39,1055.82,7.05,9.03,175.01,1915.61,8029.37,0.94,36.98,164.09,310,1915,14.16,8.6049
449.44,556.57,1371.21,1141.6,5.48,8.01,194.02,2223.35,8387.54,1.02,42.5,182.38,335,2223,14.74,8.8177
462.54,537.4,1264.88,1061.17,7.05,9.03,174.86,1915.71,8033.9,0.94,37.19,164.0,310,1915,14.16,8.505
491.19,608.42,1495.86,1269.17,9.35,13.66,334.0,2324.3,8750.79,1.07,45.0,314.05,367,2324,24.39,14.4966
489.05,605.1,1510.17,1322.97,10.52,15.5,393.25,2319.12,8805.67,1.26,46.0,370.52,371,2319,28.24,17.0226
489.05,605.78,1515.99,1325.82,10.52,15.5,393.13,2319.13,8806.83,1.26,46.04,370.4,370,2319,28.12,17.0433
445.0,550.04,1365.59,1142.64,3.91,5.72,138.28,2212.25,8349.79,1.02,42.64,130.93,333,2212,10.54,6.33
518.67,643.87,1602.29,1427.31,14.62,21.61,551.84,2388.21,9088.63,1.3,47.84,520.64,396,2388,38.7,23.059
489.05,605.54,1508.8,1332.08,10.52,15.5,392.92,2319.15,8813.51,1.26,45.97,370.74,373,2319,28.29,16.9218
518.67,643.81,1599.87,1427.57,14.62,21.61,551.75,2388.22,9092.23,1.3,47.94,520.1,395,2388,38.48,23.1148
445.0,550.57,1359.26,1140.65,3.91,5.72,137.97,2212.32,8356.22,1.02,42.73,130.0,334,2212,10.43,6.4379
462.54,537.53,1274.74,1061.0,7.05,9.03,175.12,1915.72,8040.11,0.94,37.14,163.96,311,1915,14.17,8.5272
489.05,605.84,1513.76,1334.65,10.52,15.5,392.53,2319.14,8814.26,1.26,46.04,370.12,373,2319,28.36,16.9751
518.67,643.56,1598.11,1426.34,14.62,21.61,551.31,2388.22,9089.93,1.3,48.2,519.65,395,2388,38.53,23.097
462.54,537.55,1275.6,1056.12,7.05,9.03,174.92,1915.73,8046.69,0.94,37.22,164.64,309,1915,14.21,8.5926
462.54,537.14,1274.02,1069.06,7.05,9.03,174.96,1915.76,8038.77,0.94,37.22,163.33,310,1915,13.99,8.3873
445.0,550.11,1368.75,1146.65,3.91,5.72,138.61,2212.32,8358.8,1.02,42.64,129.76,334,2212,10.56,6.2615
462.54,536.12,1259.83,1051.85,7.05,9.02,175.55,1915.4,8007.99,0.94,36.54,164.49,307,1915,14.16,8.612
462.54,536.57,1260.76,1043.29,7.05,9.02,175.49,1915.39,8012.47,0.94,36.83,164.91,306,1915,14.41,8.5777
